pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_eqt,st_spectype,st_rad,st_mass,ra,dec,sy_dist
BD-11 4672 b,BD-11 4672,1,1,2,Radial Velocity,2014,1634,2.36,0.04,-0.04,0,,,206.5895,0.65,,,0.64,0.65,278.3688659,-11.6370481,27.1665
BD-11 4672 c,BD-11 4672,1,1,2,Radial Velocity,2020,74.2,0.3,0.01,-0.01,0,,,15.37,0.04836,,,0.64,0.65,278.3688659,-11.6370481,27.1665
BD-13 2130 b,BD-13 2130,1,1,1,Radial Velocity,2007,714.29999,1.66,0.12,-0.12,0,,,3108.3774,9.78,,,19.17,2.12,114.2884692,-13.9066703,925.214
BD-13 2130 b,BD-13 2130,0,1,1,Radial Velocity,2007,714.3,2.1,,,0,,,3368.998,10.6,,,,2.4,114.2884692,-13.9066703,925.214
BD-14 3065 b,BD-14 3065 A,1,3,1,Transit,2024,4.2889731,0.0656,0.0026,-0.0026,0,21.59,1.926,3932,12.37,2001,,2.35,1.41,153.6696689,-15.6428372,589.423
BD-17 63 b,BD-17 63,0,1,1,Radial Velocity,2008,655.59998,1.34,0.02,-0.02,0,,,905.8155,2.85,,,0.74,0.31,7.1413494,-16.2273254,34.4603
BD-17 63 b,BD-17 63,0,1,1,Radial Velocity,2008,655.6,1.34,0.02,-0.02,0,,,1620.9,5.1,,K5 V,0.69,0.74,7.1413494,-16.2273254,34.4603
BD-210397 b,BD-210397,1,1,2,Radial Velocity,2023,1891,2.63,0.06,-0.05,0,,,214,0.7,,K7 V,0.75,0.68,33.3024198,-21.1962147,23.7324
BD-210397 c,BD-210397,1,1,2,Radial Velocity,2023,6240,5.9,0.1,-0.1,0,,,1525.57635,4.8,,K7 V,,0.69,33.3024198,-21.1962147,23.7324
BD-210397 c,BD-210397,0,1,2,Radial Velocity,2023,6360,5.9,3.4,-0.5,0,,,759,2.4,,K7 V,0.75,0.68,33.3024198,-21.1962147,23.7324
CD Cet b,CD Cet,1,1,1,Radial Velocity,2020,2.2907,0.0185,0.0013,-0.0013,0,,,3.95,0.01243,464,M5.0 V,0.17,0.16,48.3530155,4.7751881,8.60715
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,1,Imaging,2011,10037.5,2.6,0.3,-0.3,0,,,3337.1,10.5,370,,,0.02,224.6208333,10.2286111,
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,1,Imaging,2021,8040000,200,6,-6,0,20.849,1.86,2479.06157,7.8,1800,M9-L1,0.24,0.01,246.934277,-23.98115,
CI Tau c,CI Tau,1,1,1,Radial Velocity,2024,25.2,0.17,0.08,-0.08,0,,,1144.18227,3.6,,,,,68.4667685,22.8416192,157.998
COCONUTS-2 b,COCONUTS-2 A,1,1,1,Imaging,2021,402000000,7506,5205,-2060,0,12.442,1.11,2002.31896,6.3,434,M3 V,0.39,0.37,117.300914,-76.702696,10.8864
CoRoT-1 b,CoRoT-1,0,1,1,Transit,2008,1.5089557,0.0261,0.0005,-0.0005,0,16.589,1.48,359.1479,1.13,,,1.14,1.03,102.0798591,-3.1021394,787.909
CoRoT-1 b,CoRoT-1,0,1,1,Transit,2008,1.5089682,0.02752,0.00022,-0.00023,0,19.223,1.715,390.9309,1.23,,,1.23,1.22,102.0798591,-3.1021394,787.909
CoRoT-1 b,CoRoT-1,0,1,1,Transit,2008,1.5089686,0.02536,0.00099,-0.00099,0,17.385,1.551,327.3649,1.03,1915,,1.13,0.95,102.0798591,-3.1021394,787.909
CoRoT-1 b,CoRoT-1,0,1,1,Transit,2008,1.50897655,0.0259,0.0011,-0.002,0,15.917,1.42,340.0781,1.07,1834,,,,102.0798591,-3.1021394,787.909
CoRoT-10 b,CoRoT-10,0,1,1,Transit,2010,13.2406,0.1055,0.0019,-0.002,0,10.873,0.97,867.6759,2.73,,,0.79,0.89,291.0636813,0.7460143,338.386
CoRoT-10 b,CoRoT-10,0,1,1,Transit,2010,13.2406,0.106,0.0014,-0.0014,0,10.548,0.941,883.5674,2.78,647,,0.74,0.9,291.0636813,0.7460143,338.386
CoRoT-10 b,CoRoT-10,1,1,1,Transit,2010,13.2406,0.1055,0.0021,-0.0021,0,10.87,0.97,874,2.75,600,K1 V,0.79,0.89,291.0636813,0.7460143,338.386
CoRoT-11 b,CoRoT-11,0,1,1,Transit,2010,2.994325,0.04351,0.00036,-0.00036,0,15.581,1.39,791.3967,2.49,1715,,1.33,1.23,280.6872998,5.9376586,655.037
CoRoT-11 b,CoRoT-11,0,1,1,Transit,2010,2.994325,0.04407,0.00056,-0.00059,0,16.029,1.43,832.7146,2.62,,,1.37,1.27,280.6872998,5.9376586,655.037
CoRoT-11 b,CoRoT-11,0,1,1,Transit,2010,2.99433,0.044,0.0016,-0.0016,0,15.984,1.426,743.7222,2.34,1735,,1.37,1.26,280.6872998,5.9376586,655.037
CoRoT-11 b,CoRoT-11,1,1,1,Transit,2010,2.99433,0.0436,0.005,-0.005,0,16.03,1.43,740.51,2.33,1657,F6 V,1.37,1.27,280.6872998,5.9376586,655.037
CoRoT-12 b,CoRoT-12,1,1,1,Transit,2010,2.828042,0.04016,0.00093,-0.00092,0,16.14,1.44,291.438,0.917,1442,,1.12,1.08,100.7656871,-1.2964437,1126.37
CoRoT-12 b,CoRoT-12,0,1,1,Transit,2010,2.828042,0.04013,0.0009,-0.00093,0,16.141,1.44,290.81445,0.915,,,1.12,1.08,100.7656871,-1.2964437,1126.37
CoRoT-12 b,CoRoT-12,0,1,1,Transit,2010,2.82805268,0.0392,0.0013,-0.0013,0,15.065,1.344,277.46559,0.873,1417,,1.05,1,100.7656871,-1.2964437,1126.37
CoRoT-12 b,CoRoT-12,0,1,1,Transit,2010,2.828042,0.0394,0.0012,-0.0012,0,15.132,1.35,281.91521,0.887,1410,,1.05,1.02,100.7656871,-1.2964437,1126.37
CoRoT-13 b,CoRoT-13,0,1,1,Transit,2010,4.03519,0.05107,0.0003,-0.00031,0,9.92,0.885,423.03173,1.331,,,1.01,1.09,102.7211432,-5.0864557,1148.93
CoRoT-13 b,CoRoT-13,0,1,1,Transit,2010,4.03519,0.051,0.0013,-0.0013,0,14.034,1.252,416.99296,1.312,1432,,1.27,1.09,102.7211432,-5.0864557,1148.93
CoRoT-13 b,CoRoT-13,1,1,1,Transit,2010,4.03519,0.051,0.0031,-0.0031,0,9.92,0.885,415.704,1.308,1700,G0 V,1.01,1.09,102.7211432,-5.0864557,1148.93
CoRoT-14 b,CoRoT-14,1,1,1,Transit,2010,1.51214,0.027,0.002,-0.002,0,12.22,1.09,2415.4,7.6,1952,F9 V,1.21,1.13,103.4242023,-5.5360385,1744.6
CoRoT-14 b,CoRoT-14,0,1,1,Transit,2010,1.51214,0.02687,0.00078,-0.00078,0,11.411,1.018,2437.7561,7.67,1936,,1.19,1.12,103.4242023,-5.5360385,1744.6
CoRoT-14 b,CoRoT-14,0,1,1,Transit,2010,1.51214,0.02691,0.0007,-0.00073,0,12.218,1.09,2358.2986,7.42,,,1.21,1.13,103.4242023,-5.5360385,1744.6
CoRoT-16 b,CoRoT-16,0,1,1,Transit,2011,5.35227,0.0618,0.0015,-0.0015,0,13.115,1.17,168.13207,0.529,,,1.19,1.1,278.5246658,-6.0026026,732.409
CoRoT-16 b,CoRoT-16,1,1,1,Transit,2011,5.35227,0.0618,0.0015,-0.0015,0,13.11,1.17,170.032,0.535,,G5 V,1.19,1.1,278.5246658,-6.0026026,732.409
CoRoT-17 b,CoRoT-17,0,1,1,Transit,2011,3.7681,0.0481,0.00111,-0.00072,0,11.287,1.007,781.8618,2.46,1610,,1.62,1.04,278.699236,-6.612288,1176.12
CoRoT-17 b,CoRoT-17,1,1,1,Transit,2011,3.7681,0.0461,0.0008,-0.0008,0,11.43,1.02,772.29,2.43,1626,G2 V,1.59,1.04,278.699236,-6.612288,1176.12
CoRoT-17 b,CoRoT-17,0,1,1,Transit,2011,3.7681,0.0481,0.0015,-0.0016,0,11.433,1.02,765.9703,2.41,,,1.59,1.04,278.699236,-6.612288,1176.12
CoRoT-18 b,CoRoT-18,0,1,1,Transit,2011,1.9000693,0.0295,0.0015,-0.0017,0,14.684,1.31,1099.6918,3.46,,,1,0.95,98.1724172,-0.0316045,764.889
CoRoT-18 b,CoRoT-18,0,1,1,Transit,2011,1.9000693,0.0286,0.00068,-0.00068,0,14.022,1.251,1039.3041,3.27,1490,,0.92,0.86,98.1724172,-0.0316045,764.889
CoRoT-18 b,CoRoT-18,1,1,1,Transit,2011,1.9000693,0.0295,0.0016,-0.0016,0,14.68,1.31,1102.82,3.47,1550,G9 V,1,0.95,98.1724172,-0.0316045,764.889
CoRoT-18 b,CoRoT-18,0,1,1,Transit,2011,1.90009,0.0288,0.0008,-0.0008,0,12.846,1.146,1048.839,3.3,1487,,0.88,0.88,98.1724172,-0.0316045,764.889
CoRoT-19 b,CoRoT-19,0,1,1,Transit,2011,3.89713,0.0512,0.0018,-0.0011,0,13.339,1.19,346.4347,1.09,1630,,1.58,1.18,97.0335983,-0.1707293,790.663
CoRoT-19 b,CoRoT-19,1,1,1,Transit,2011,3.89713,0.0518,0.0008,-0.0008,0,14.46,1.29,352.78,1.11,2000,F9 V,1.65,1.21,97.0335983,-0.1707293,790.663
CoRoT-19 b,CoRoT-19,0,1,1,Transit,2011,3.89713,0.05166,0.00069,-0.0007,0,14.46,1.29,367.09365,1.155,,,1.65,1.21,97.0335983,-0.1707293,790.663
CoRoT-2 b,CoRoT-2,0,2,1,Transit,2008,1.7429964,0.0281,0.0009,-0.0009,0,16.421,1.465,1051.973,3.31,,,,,291.7770457,1.3836634,213.283
CoRoT-2 b,CoRoT-2,0,2,1,Transit,2008,1.74299673,0.0281,0.00057,-0.00058,0,16.432,1.466,1048.839,3.3,,,0.9,0.97,291.7770457,1.3836634,213.283
CoRoT-2 b,CoRoT-2,0,2,1,Transit,2008,1.7429935,0.02835,0.00047,-0.00047,0,16.365,1.46,1134.6531,3.57,1521,,0.9,1,291.7770457,1.3836634,213.283
CoRoT-2 b,CoRoT-2,1,2,1,Transit,2008,1.7429935,0.02798,0.00076,-0.0008,0,16.432,1.466,1102.82,3.47,,,0.91,0.96,291.7770457,1.3836634,213.283
CoRoT-2 b,CoRoT-2,0,2,1,Transit,2008,1.7429935,0.02854,0.00048,-0.00048,0,16.477,1.47,1150.5446,3.62,1548,,0.91,1.02,291.7770457,1.3836634,213.283
CoRoT-20 b,CoRoT-20,0,1,2,Transit,2011,9.24318,0.0891,0.0038,-0.0038,0,11.209,1,1315.8162,4.14,1024,,1.16,1.1,97.7204249,0.2268931,844.061
CoRoT-20 b,CoRoT-20,0,1,2,Transit,2011,9.24285,0.0902,0.0021,-0.0021,0,9.42,0.84,1347.54,4.24,1002,G2 V,1.02,1.14,97.7204249,0.2268931,844.061
CoRoT-20 b,CoRoT-20,0,1,2,Transit,2011,9.24285,0.0892,0.0028,-0.0028,0,13.002,1.16,1608.2198,5.06,1100,,1.34,1.11,97.7204249,0.2268931,844.061
CoRoT-20 b,CoRoT-20,1,1,2,Transit,2011,9.24285,0.09,0.002,-0.002,0,,,1366.669,4.3,,,,1.14,97.7204249,0.2268931,844.061
CoRoT-20 b,CoRoT-20,0,1,2,Transit,2011,9.24285,0.0901,0.0021,-0.0022,0,9.416,0.84,1344.4209,4.23,,,1.02,1.14,97.7204249,0.2268931,844.061
CoRoT-20 c,CoRoT-20,1,1,2,Radial Velocity,2018,1675,2.9,0.07,-0.07,0,,,5403.11,17,,,,1.14,97.7204249,0.2268931,844.061
CoRoT-21 b,CoRoT-21,0,1,1,Transit,2012,2.72474,0.0416,0.00094,-0.001,0,14.572,1.3,705.5826,2.22,,,1.95,1.29,101.0526207,-0.2991544,
CoRoT-21 b,CoRoT-21,1,1,1,Transit,2012,2.72474,0.0417,0.0011,-0.0011,0,14.572,1.3,718.2958,2.26,,F8 IV,1.95,1.29,101.0526207,-0.2991544,
CoRoT-22 b,CoRoT-22,1,1,1,Transit,2014,9.75598,0.092,0.0014,-0.0014,0,4.88,0.435,12.2,0.038,885,G3 V,1.14,1.1,280.6671392,6.2191669,627.158
CoRoT-23 b,CoRoT-23,0,1,1,Transit,2011,3.6313,0.04809,0.00128,-0.00104,0,13.227,1.18,972.5598,3.06,1710,,1.74,1.12,279.7826586,4.3577516,1060.97
CoRoT-23 b,CoRoT-23,1,1,1,Transit,2011,3.6313,0.048,0.004,-0.004,0,11.77,1.05,889.9,2.8,1660,G0 V,1.61,1.14,279.7826586,4.3577516,1060.97
CoRoT-23 b,CoRoT-23,0,1,1,Transit,2011,3.6313,0.0484,0.0011,-0.0012,0,11.769,1.05,982.0947,3.09,,,1.61,1.14,279.7826586,4.3577516,1060.97
CoRoT-24 b,CoRoT-24,1,1,2,Transit,2014,5.1134,0.056,0.002,-0.002,0,3.7,0.33,5.7,0.018,1070,K1 V,0.86,0.91,101.922543,-3.7192892,591.555
CoRoT-24 c,CoRoT-24,1,1,2,Transit,2014,11.759,0.098,0.003,-0.003,0,5,0.44,28,0.088,850,K1 V,0.86,0.91,101.922543,-3.7192892,591.555
CoRoT-25 b,CoRoT-25,1,1,1,Transit,2013,4.86069,0.0578,0.002,-0.0009,0,12.11,1.08,85.81,0.27,1330,F9,1.19,1.09,280.6296561,6.5138223,1103.48
CoRoT-25 b,CoRoT-25,0,1,1,Transit,2013,4.86069,0.05789,0.0019,-0.00093,0,12.106,1.08,93.12419,0.293,,,1.19,1.09,280.6296561,6.5138223,1103.48
CoRoT-26 b,CoRoT-26,1,1,1,Transit,2013,4.20474,0.0526,0.001,-0.001,0,14.12,1.26,165.26,0.52,1600,G5,1.79,1.09,279.7504991,6.9697828,1045.18
CoRoT-26 b,CoRoT-26,0,1,1,Transit,2013,4.20474,0.0525,0.00094,-0.00098,0,14.123,1.26,184.3414,0.58,,,1.79,1.09,279.7504991,6.9697828,1045.18
CoRoT-27 b,CoRoT-27,1,1,1,Transit,2014,3.57532,0.0476,0.0066,-0.0066,0,11.287,1.007,3302.11,10.39,1500,G2,1.08,1.05,278.4958319,5.5383811,1010.28
CoRoT-27 b,CoRoT-27,0,1,1,Transit,2014,3.57532,0.0467,0.0015,-0.0017,0,11.287,1.007,3273.649,10.3,,,1.08,1.05,278.4958319,5.5383811,1010.28
CoRoT-28 b,CoRoT-28,0,1,1,Transit,2015,5.20851,0.059,0.0027,-0.0028,0,10.705,0.955,152.87623,0.481,,,1.78,1.01,278.6883216,5.5736911,766.183
CoRoT-28 b,CoRoT-28,1,1,1,Transit,2015,5.20851,0.0603,0.005,-0.005,0,10.705,0.955,153.82972,0.484,,G8/9 IV,1.78,1.01,278.6883216,5.5736911,766.183
CoRoT-29 b,CoRoT-29,1,1,1,Transit,2015,2.85057,0.0386,0.0059,-0.0059,0,10.088,0.9,270.1555,0.85,,K0 V,0.9,0.97,278.9020691,6.4795703,806.507
CoRoT-29 b,CoRoT-29,0,1,1,Transit,2015,2.85057,0.039,0.0018,-0.002,0,10.088,0.9,266.9772,0.84,,,0.9,0.97,278.9020691,6.4795703,806.507
CoRoT-3 b,CoRoT-3,0,1,1,Transit,2008,4.2567994,0.05694,0.00096,-0.00079,0,11.135,0.993,6747.5309,21.23,,,1.54,1.36,292.0552827,0.1218359,768.771
CoRoT-3 b,CoRoT-3,0,1,1,Transit,2008,4.2567994,0.05783,0.00085,-0.00085,0,11.624,1.037,6979.5468,21.96,1695,,1.57,1.4,292.0552827,0.1218359,768.771
CoRoT-3 b,CoRoT-3,0,1,1,Transit,2008,4.2567994,0.0574,0.0012,-0.0013,0,11.321,1.01,6814.2752,21.44,,,1.56,1.37,292.0552827,0.1218359,768.771
CoRoT-30 b,CoRoT-30,1,1,1,Transit,2020,9.06005,0.0844,0.0012,-0.0012,0,11.31,1.009,921.707,2.9,,G3 V,0.91,0.98,277.6011767,6.8359338,1032.23
CoRoT-31 b,CoRoT-31,1,1,1,Transit,2020,4.62941,0.0586,0.0034,-0.0034,0,16.365,1.46,266.9772,0.84,,G2 IV,2.15,1.25,94.820735,-4.4222978,2005.76
CoRoT-35 b,CoRoT-35,1,1,1,Transit,2022,3.22748,0.0429,0.00092,-0.00092,0,18.831,1.68,349.61125,1.1,1747,F6 V,1.65,1.01,289.3143526,-2.7747085,1123.21
CoRoT-36 b,CoRoT-36,1,1,1,Transit,2022,5.616531,0.066,0.007,-0.007,0,15.805,1.41,216.12332,0.68,1567,F3 V,1.52,1.32,277.7510149,7.1833465,925.958
CoRoT-4 b,CoRoT-4,1,1,1,Transit,2008,9.20205,0.09,0.001,-0.001,0,13.34,1.19,228.83,0.72,1074,,1.17,1.16,102.1946233,-0.6727861,726.412
CoRoT-4 b,CoRoT-4,0,1,1,Transit,2008,9.20205,0.09025,0.00068,-0.00055,0,13.339,1.19,223.43449,0.703,,,1.17,1.16,102.1946233,-0.6727861,726.412
CoRoT-4 b,CoRoT-4,0,1,1,Transit,2008,9.20205,0.0912,0.00126,-0.00131,0,13.002,1.16,232.33373,0.731,1058,,1.15,1.19,102.1946233,-0.6727861,726.412
CoRoT-5 b,CoRoT-5,0,1,1,Transit,2009,4.0379156,0.0495,0.0012,-0.0012,0,14.079,1.256,145.88397,0.459,1397,,1.11,0.99,101.2772396,0.8152163,882.472
CoRoT-5 b,CoRoT-5,0,1,1,Transit,2009,4.0378962,0.04963,0.00033,-0.00032,0,15.558,1.388,151.92274,0.478,,,1.19,1,101.2772396,0.8152163,882.472
CoRoT-5 b,CoRoT-5,0,1,1,Transit,2009,4.0378962,0.05004,0.00162,-0.00098,0,13.249,1.182,149.3801,0.47,1348,,1.05,1.02,101.2772396,0.8152163,882.472
CoRoT-5 b,CoRoT-5,1,1,1,Transit,2009,4.0378962,0.04947,0.00026,-0.00029,0,15.558,1.388,148.42,0.467,1438,F9 V,1.19,1,101.2772396,0.8152163,882.472
CoRoT-6 b,CoRoT-6,0,1,1,Transit,2009,8.886593,0.0854,0.0013,-0.0014,0,13.07,1.166,937.5985,2.95,,,1.02,1.05,281.0725563,6.6632062,645.294
CoRoT-6 b,CoRoT-6,1,1,1,Transit,2009,8.886593,0.0855,0.0015,-0.0015,0,13.068,1.166,940.74,2.96,1017,F9 V,1.02,1.05,281.0725563,6.6632062,645.294
CoRoT-6 b,CoRoT-6,0,1,1,Transit,2009,8.886593,0.0855,0.0017,-0.0017,0,13.283,1.185,940.7768,2.96,1025,,1.04,1.05,281.0725563,6.6632062,645.294
CoRoT-7 b,CoRoT-7,0,1,3,Transit,2009,0.853585,0.0169,0.00044,-0.00044,0,1.861,0.166,6.99226,0.022,1910,,0.96,0.88,100.9561682,-1.0630076,159.906
CoRoT-7 b,CoRoT-7,0,1,3,Transit,2009,0.85359159,0.017016,0.00017,-0.000036,0,1.585,0.141,5.74,0.018,1756,,0.82,0.91,100.9561682,-1.0630076,159.906
CoRoT-7 b,CoRoT-7,0,1,3,Transit,2009,0.85359165,0.017,0.001,-0.001,0,,,4.73,0.015,,,0.86,0.9,100.9561682,-1.0630076,159.906
CoRoT-7 b,CoRoT-7,0,1,3,Transit,2009,0.853585,0.0172,0.00029,-0.00029,0,1.68,0.15,21,0.066,,G9 V,0.87,0.93,100.9561682,-1.0630076,159.906
CoRoT-7 b,CoRoT-7,0,1,3,Transit,2009,0.853585,0.017,,,0,,,4.8,0.0151,,,0.86,0.9,100.9561682,-1.0630076,159.906
CoRoT-7 c,CoRoT-7,1,1,3,Radial Velocity,2009,3.698,0.046,,,0,,,8.4,0.02643,,,0.86,0.9,100.9561682,-1.0630076,159.906
CoRoT-7 c,CoRoT-7,0,1,3,Radial Velocity,2009,3.7,0.045,0.001,-0.001,0,,,13.56,0.043,,,0.86,0.9,100.9561682,-1.0630076,159.906
CoRoT-8 b,CoRoT-8,0,1,1,Transit,2010,6.212381,0.06339,0.00096,-0.00098,0,6.389,0.57,69.28694,0.218,,,0.77,0.88,291.5885696,1.4262972,322.037
CoRoT-8 b,CoRoT-8,1,1,1,Transit,2010,6.21229,0.063,0.001,-0.001,0,6.39,0.57,69.92,0.22,,K1 V,0.77,0.88,291.5885696,1.4262972,322.037
CoRoT-8 b,CoRoT-8,0,1,1,Transit,2010,6.21229,0.0633,0.0021,-0.0021,0,7.981,0.712,68.65128,0.216,922,,0.9,0.88,291.5885696,1.4262972,322.037
CoRoT-8 b,CoRoT-8,0,1,1,Transit,2010,6.212445,0.0636,0.0014,-0.0014,0,6.938,0.619,69.28694,0.218,870,,0.8,0.89,291.5885696,1.4262972,322.037
CoRoT-9 b,CoRoT-9,1,2,1,Transit,2009,95.272656,0.4021,0.0054,-0.0054,0,11.949,1.066,266.9772,0.84,420,,0.96,0.96,280.7866461,6.2040783,412.98
CoRoT-9 b,CoRoT-9,0,2,1,Transit,2009,95.2738,0.4027,0.011,-0.011,0,11.624,1.037,262.52758,0.826,413,,0.94,0.96,280.7866461,6.2040783,412.98
CoRoT-9 b,CoRoT-9,0,2,1,Transit,2009,95.272656,0.4029,0.0054,-0.0056,0,11.949,1.066,268.88418,0.846,,,0.96,0.96,280.7866461,6.2040783,412.98
CoRoT-9 b,CoRoT-9,0,2,1,Transit,2009,95.2738,0.407,0.005,-0.005,0,11.77,1.05,266.97,0.84,,G3 V,0.94,0.99,280.7866461,6.2040783,412.98
CoRoTID 223977153 b,CoRoTID 223977153,1,1,1,Transit,2017,6.71837,0.071,0.001,-0.001,0,6.389,0.57,47.6745,0.15,938,G0 VI,0.79,1.08,100.1951714,9.2573953,576.683
DE CVn b,DE CVn,1,2,1,Eclipse Timing Variations,2018,4098.1,5.75,2.02,-2.02,0,,,3823.2733,12.0293,,,,0.51,201.7207198,45.5455449,30.5225
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,1,Astrometry,2013,246.36,0.36,0.01,-0.01,0,,,9057.77,28.5,,L1.5,,0.07,125.7620668,-49.2003008,
DMPP-1 b,DMPP-1,1,1,4,Radial Velocity,2019,18.57,0.1462,0.0012,-0.0012,0,,,24.27,0.07636,877,F8 V,1.26,1.21,86.7761233,-10.6303217,62.5388
DMPP-1 c,DMPP-1,1,1,4,Radial Velocity,2019,6.584,0.0733,0.0006,-0.0007,0,,,9.6,0.0302,1239,F8 V,1.26,1.21,86.7761233,-10.6303217,62.5388
DMPP-1 d,DMPP-1,1,1,4,Radial Velocity,2019,2.882,0.0422,0.0004,-0.0003,0,,,3.35,0.01054,1632,F8 V,1.26,1.21,86.7761233,-10.6303217,62.5388
DMPP-1 e,DMPP-1,1,1,4,Radial Velocity,2019,5.516,0.0651,0.0005,-0.0005,0,,,4.13,0.01299,1314,F8 V,1.26,1.21,86.7761233,-10.6303217,62.5388
DMPP-2 b,DMPP-2,1,1,1,Radial Velocity,2019,5.2072,0.0664,0.0005,-0.0005,0,,,138.89171,0.437,1000,F5 V,1.78,1.44,27.407731,-34.4590985,137.94
DMPP-3 A b,DMPP-3 A,1,2,1,Radial Velocity,2019,6.6732,0.0662,0.0013,-0.0013,0,,,2.58,0.00812,854,K0 V,0.91,0.87,91.624382,-72.5126648,45.23
DMPP-3 A b,DMPP-3 A,0,2,1,Radial Velocity,2019,6.6736,0.0662,0.0013,-0.0013,0,,,2.58,0.00812,854,,,,91.624382,-72.5126648,45.23
DMPP-4 b,DMPP-4,1,1,1,Radial Velocity,2023,3.4982,0.04853,0.00036,-0.00197,0,,,12.2,0.03839,,F5-F8 V,1.38,1.25,293.5826648,51.2358069,25.3284
DP Leo b,DP Leo,0,2,1,Eclipse Timing Variations,2009,8693,8.6,,,0,,,1995.88832,6.28,,,,,169.3162193,17.9615717,305.684
DP Leo b,DP Leo,1,2,1,Eclipse Timing Variations,2009,10220,8.19,0.39,-0.39,0,,,1922.79,6.05,,,,0.69,169.3162193,17.9615717,305.684
EPIC 211945201 b,EPIC 211945201,0,1,1,Transit,2018,19.49213,0.148,0.004,-0.004,0,6.12,0.546,27,0.08495,886,G0,1.38,1.18,136.5741931,19.4020565,181.69
EPIC 220674823 b,EPIC 220674823,1,1,2,Transit,2016,0.571292,0.01326,0.00028,-0.00023,0,1.725,0.154,8.21,0.02583,2300,,0.99,0.95,13.0800239,10.7947051,244.59
EPIC 220674823 b,EPIC 220674823,0,1,2,Transit,2016,0.571292,0.0116,0.0013,-0.0013,0,1.52,0.136,8.36,0.0263,2333,G5 V,0.87,0.94,13.0800239,10.7947051,244.59
EPIC 220674823 b,EPIC 220674823,0,1,2,Transit,2016,0.571336,0.01312,0.00014,-0.00014,0,1.82,0.162,9,0.02832,2063,,0.95,0.92,13.0800239,10.7947051,244.59
EPIC 220674823 c,EPIC 220674823,1,1,2,Transit,2016,13.3397,0.1083,0.0023,-0.0018,0,2.836,0.253,8.9,0.028,805,,0.99,0.95,13.0800239,10.7947051,244.59
EPIC 220674823 c,EPIC 220674823,0,1,2,Transit,2016,13.3387,0.1071,0.0015,-0.0015,0,2.77,0.247,5.7,0.01793,722,,0.95,0.92,13.0800239,10.7947051,244.59
EPIC 220674823 c,EPIC 220674823,0,1,2,Transit,2016,13.3397,0.105,0.015,-0.015,0,2.5,0.223,5.8,0.01825,774,G5 V,0.87,0.94,13.0800239,10.7947051,244.59
EPIC 229004835 b,EPIC 229004835,1,1,1,Transit,2023,16.141132,0.1237,0.0017,-0.0017,0,2.332,0.208,10.4,0.03272,804,,1,0.97,186.4860415,-1.4047214,121.971
EPIC 246851721 b,EPIC 246851721,1,2,1,Transit,2018,6.180235,0.07229,0.00074,-0.00075,0,11.781,1.051,953.49,3,1401,F5 V,1.59,1.32,78.9198197,16.2786991,372.632
EPIC 248847494 b,EPIC 248847494,1,1,1,Transit,2018,3650,4.5,1,-1,0,12.442,1.11,4131.79,13,183,,2.7,0.9,159.3890808,11.8427484,551.886
EPIC 249893012 b,EPIC 249893012,1,1,3,Transit,2020,3.5951,0.047,0.005,-0.007,0,1.95,0.174,8.75,0.02753,1616,G8 IV/V,1.71,1.05,228.2482353,-16.7246474,321.296
EPIC 249893012 c,EPIC 249893012,1,1,3,Transit,2020,15.624,0.13,0.01,-0.02,0,3.67,0.327,14.67,0.04616,990,G8 IV/V,1.71,1.05,228.2482353,-16.7246474,321.296
EPIC 249893012 d,EPIC 249893012,1,1,3,Transit,2020,35.747,0.22,0.02,-0.04,0,3.94,0.352,10.18,0.03203,752,G8 IV/V,1.71,1.05,228.2482353,-16.7246474,321.296
G 264-012 b,G 264-012,1,1,2,Radial Velocity,2021,2.30538,0.02279,0.00061,-0.00061,0,,,2.5,0.00787,587,M4.0 V,0.3,0.3,326.6719598,66.803848,16.009
G 264-012 c,G 264-012,1,1,2,Radial Velocity,2021,8.0518,0.0525,0.0014,-0.0014,0,,,3.75,0.0118,387,M4.0 V,0.3,0.3,326.6719598,66.803848,16.009
G 9-40 b,G 9-40,1,1,1,Transit,2019,5.746007,0.0385,0.0078,-0.0053,0,2.025,0.181,11.7,0.03681,456,M2.5 V,0.31,0.29,134.7188514,21.0747961,27.9276
GJ 1002 b,GJ 1002,1,1,2,Radial Velocity,2022,10.3465,0.0457,0.0013,-0.0013,0,,,1.08,0.0034,231,M5.5 V,0.14,0.12,1.6764641,-7.5462123,4.84867
GJ 1002 c,GJ 1002,1,1,2,Radial Velocity,2022,21.202,0.0738,0.0021,-0.0021,0,,,1.36,0.00428,182,M5.5 V,0.14,0.12,1.6764641,-7.5462123,4.84867
GJ 1061 b,GJ 1061,1,1,3,Radial Velocity,2020,3.204,0.021,0.001,-0.001,0,,,1.37,0.00431,,M5.5 V,0.16,0.12,54.0032486,-44.5143104,3.67278
